sev_numeric,cvss_score,cwe,cwe_tier,has_mitigation,verified,duplicate,false_positive,scanner_confidence,risk_accepted,risk_label,log_age,cvss_x_sev,is_old,no_fix,high_cwe
1,1.5,94,3,1,0,0,0,4,0,1,5.484796933490655,1.5,1,0,1
1,1.3,362,1,1,0,0,0,3,0,1,4.990432586778736,1.3,0,0,0
1,2.7,459,1,0,0,0,0,4,1,1,5.6131281063880705,2.7,1,1,0
3,5.7,284,1,1,1,0,0,1,0,2,5.393627546352362,17.1,1,0,0
2,4.5,561,1,1,0,0,0,5,0,1,5.402677381872279,9.0,1,0,0
0,0.0,284,1,1,1,0,0,5,0,0,4.174387269895637,0.0,0,0,0
2,4.4,176,2,0,0,0,0,4,0,1,5.170483995038151,8.8,0,1,1
3,5.9,369,1,1,0,0,0,3,1,2,6.46302945692067,17.700000000000003,1,0,0
3,6.1,22,3,1,1,0,0,4,0,2,6.142037405587356,18.299999999999997,1,0,1
0,0.0,369,1,0,1,0,0,2,0,0,4.3694478524670215,0.0,0,1,0
3,5.8,287,3,1,0,0,0,3,0,2,5.641907070938114,17.4,1,0,1
4,7.7,754,2,1,0,0,0,3,0,2,6.546785410760524,30.8,1,0,1
3,6.2,94,3,0,1,0,0,3,0,2,6.331501849893691,18.6,1,1,1
0,0.0,119,3,0,1,0,0,4,0,1,6.180016653652572,0.0,1,1,1
1,2.3,94,3,0,1,0,0,1,0,1,6.07073772800249,2.3,1,1,1
2,5.2,754,2,0,1,0,0,2,0,2,5.921578419643816,10.4,1,1,1
3,6.1,787,3,1,1,0,0,3,0,2,4.02535169073515,18.299999999999997,0,0,1
2,3.7,0,0,1,0,0,0,4,0,1,6.551080335043404,7.4,1,0,0
1,1.1,119,3,0,1,0,0,5,0,1,5.356586274672012,1.1,1,1,1
1,2.1,20,2,1,1,0,0,1,0,1,6.091309882077698,2.1,1,0,1
1,1.5,476,3,0,0,0,0,1,0,1,6.349138991379798,1.5,1,1,1
3,5.9,248,2,0,1,0,0,4,0,2,6.380122536899765,17.700000000000003,1,1,1
4,7.6,362,1,1,0,0,0,3,1,2,6.472346294500901,30.4,1,0,0
2,5.0,284,1,1,0,0,0,1,0,1,6.481577129276431,10.0,1,0,0
0,0.0,476,3,1,0,0,0,5,0,1,6.12029741895095,0.0,1,0,1
2,4.1,377,1,0,0,0,0,1,0,1,6.539585955617669,8.2,1,1,0
0,0.5,327,3,0,0,0,0,3,0,1,4.007333185232471,0.0,0,1,1
3,6.2,571,1,0,0,0,0,5,0,2,5.869296913133774,18.6,1,1,0
1,2.2,327,3,1,1,0,0,3,0,1,6.236369590203704,2.2,1,0,1
1,2.2,459,1,0,0,0,0,5,0,1,5.356586274672012,2.2,1,1,0
4,8.0,248,2,1,0,0,0,2,0,3,6.492239835020471,32.0,1,0,1
2,4.1,89,3,0,0,0,0,2,0,2,6.163314804034641,8.2,1,1,1
3,6.0,456,1,0,0,0,0,4,0,2,6.139884552226255,18.0,1,1,0
2,4.2,20,2,1,0,0,0,5,0,1,4.90527477843843,8.4,0,0,1
1,1.1,284,1,1,0,0,0,3,0,0,5.730099782973574,1.1,1,0,0
1,2.5,89,3,1,0,0,0,1,0,1,6.51025834052315,2.5,1,0,1
2,4.4,287,3,0,1,0,0,3,0,2,6.3835066348840055,8.8,1,1,1
4,8.5,362,1,0,1,0,0,4,0,3,5.8944028342648505,34.0,1,1,0
1,2.9,94,3,0,1,0,0,1,0,2,6.542471960506805,2.9,1,1,1
2,3.8,407,1,1,0,0,0,3,0,1,4.68213122712422,7.6,0,0,0
2,3.2,284,1,1,0,0,0,2,0,1,6.206575926724928,6.4,1,0,0
1,2.6,674,2,1,1,0,0,1,0,1,6.210600077024653,2.6,1,0,1
1,2.3,571,1,1,0,0,0,1,0,1,4.624972813284271,2.3,0,0,0
1,2.3,563,1,1,0,0,0,2,0,1,6.2878585601617845,2.3,1,0,0
1,1.8,94,3,0,1,0,0,4,0,1,3.9318256327243257,1.8,0,1,1
2,4.6,570,1,1,0,0,0,3,0,1,6.135564891081739,9.2,1,0,0
2,4.7,459,1,1,0,0,0,5,0,2,5.883322388488279,9.4,1,0,0
2,3.2,787,3,1,0,0,0,5,0,1,5.488937726156687,6.4,1,0,1
1,2.6,561,1,0,1,0,0,3,0,1,4.189654742026425,2.6,0,1,0
2,3.5,476,3,1,0,0,0,3,0,1,4.406719247264253,7.0,0,0,1
0,0.0,200,1,0,0,0,0,4,0,0,5.303304908059076,0.0,1,1,0
2,5.3,476,3,0,1,0,0,5,0,2,4.007333185232471,10.6,0,1,1
2,3.7,284,1,0,0,0,0,5,0,1,5.768320995793772,7.4,1,1,0
2,3.3,571,1,0,1,0,0,1,0,1,5.1298987149230735,6.6,0,1,0
3,5.9,327,3,1,1,0,0,1,0,2,5.278114659230517,17.700000000000003,1,0,1
2,3.6,377,1,0,1,0,0,3,0,1,4.927253685157205,7.2,0,1,0
1,1.6,119,3,1,0,0,0,2,0,1,5.966146739123692,1.6,1,0,1
2,3.5,908,2,0,0,0,0,3,0,2,6.26530121273771,7.0,1,1,1
2,4.3,561,1,1,0,0,0,3,0,1,5.87493073085203,8.6,1,0,0
2,2.9,20,2,0,1,0,0,1,0,1,5.1647859739235145,5.8,0,1,1
3,4.9,134,3,1,1,0,0,5,0,2,6.559615237493242,14.700000000000001,1,0,1
4,7.6,570,1,1,1,0,0,4,0,2,6.51025834052315,30.4,1,0,0
2,3.0,79,3,0,1,0,0,3,0,1,6.289715570908998,6.0,1,1,1
1,2.7,362,1,1,1,0,0,2,0,1,5.5134287461649825,2.7,1,0,0
3,5.4,476,3,0,0,0,0,4,0,2,6.520621127558696,16.200000000000003,1,1,1
1,2.4,400,3,0,1,0,0,2,1,1,6.410174881966167,2.4,1,1,1
1,2.4,120,3,0,1,0,0,5,1,1,4.852030263919617,2.4,0,1,1
1,1.9,176,2,0,1,0,0,3,0,1,6.274762021241939,1.9,1,1,1
1,0.5,754,2,1,1,0,0,3,1,1,2.70805020110221,0.5,0,0,1
3,6.5,94,3,0,1,0,0,4,0,2,6.42648845745769,19.5,1,1,1
0,0.0,119,3,0,0,0,0,3,0,1,4.3694478524670215,0.0,0,1,1
3,6.4,674,2,1,0,0,0,3,0,2,6.398594934535208,19.200000000000003,1,0,1
1,1.4,476,3,1,1,0,0,1,0,1,6.0844994130751715,1.4,1,0,1
2,4.7,190,3,1,1,0,0,4,0,2,6.406879986069314,9.4,1,0,1
2,5.8,787,3,0,1,0,0,3,0,2,6.248042874508429,11.6,1,1,1
3,7.0,20,2,1,1,0,0,1,0,2,4.997212273764115,21.0,0,0,1
1,1.9,563,1,0,1,0,0,3,0,1,3.5553480614894135,1.9,0,1,0
3,5.9,561,1,0,0,0,0,3,0,2,5.820082930352362,17.700000000000003,1,1,0
2,2.8,459,1,0,0,0,0,4,0,1,6.556778356158042,5.6,1,1,0
2,5.2,89,3,1,0,0,0,4,0,2,3.2188758248682006,10.4,0,0,1
0,0.9,674,2,1,1,0,0,3,0,0,4.007333185232471,0.0,0,0,1
2,3.0,248,2,1,0,0,0,5,0,1,4.941642422609304,6.0,0,0,1
1,1.5,787,3,0,1,0,0,4,0,1,5.978885764901122,1.5,1,1,1
3,6.8,369,1,0,1,0,0,5,1,2,3.5553480614894135,20.4,0,1,0
1,2.2,284,1,1,1,0,0,2,0,1,6.38856140554563,2.2,1,0,0
2,3.7,561,1,0,1,0,0,4,0,1,6.236369590203704,7.4,1,1,0
2,4.7,200,1,0,0,0,0,3,0,1,4.912654885736052,9.4,0,1,0
0,0.0,79,3,0,1,0,0,4,0,0,4.68213122712422,0.0,0,1,1
3,5.4,908,2,0,1,0,0,2,0,2,5.786897381366708,16.200000000000003,1,1,1
2,2.1,89,3,1,0,0,0,5,0,1,6.428105272684596,4.2,1,0,1
2,2.3,571,1,0,1,0,0,2,0,1,6.541029999189903,4.6,1,1,0
1,3.4,284,1,1,1,0,0,4,1,1,5.855071922202427,3.4,1,0,0
1,3.7,754,2,1,0,0,0,4,0,1,5.958424693029782,3.7,1,0,1
3,6.1,134,3,0,1,0,0,1,1,3,6.0112671744041615,18.299999999999997,1,1,1
0,0.0,674,2,1,0,0,0,5,0,0,5.8805329864007,0.0,1,0,1
1,1.8,400,3,0,1,0,0,4,0,1,6.161207321695077,1.8,1,1,1
1,2.7,362,1,1,1,0,0,1,0,1,5.298317366548036,2.7,1,0,0
2,3.6,200,1,0,1,0,0,2,0,1,5.978885764901122,7.2,1,1,0
2,4.0,287,3,1,0,0,0,3,0,1,6.021023349349527,8.0,1,0,1
0,0.0,674,2,0,1,0,0,1,0,0,6.568077911411976,0.0,1,1,1
1,1.6,176,2,0,0,0,0,4,0,1,6.298949246855942,1.6,1,1,1
3,6.2,467,1,0,0,0,0,1,0,2,6.284134161070802,18.6,1,1,0
2,3.2,563,1,1,0,0,0,4,0,1,6.3784261836515865,6.4,1,0,0
2,4.4,415,1,0,1,0,0,4,1,2,5.955837369464831,8.8,1,1,0
2,3.6,330,3,1,0,0,0,2,0,2,5.4116460518550396,7.2,1,0,1
3,6.1,78,3,0,0,0,0,2,0,2,5.971261839790462,18.299999999999997,1,1,1
0,1.1,570,1,0,0,0,0,4,0,0,6.513230110912307,0.0,1,1,0
2,3.9,0,0,1,0,0,0,5,0,1,6.464588303689961,7.8,1,0,0
2,4.7,94,3,1,1,0,0,5,0,2,5.556828061699537,9.4,1,0,1
1,0.6,369,1,1,0,0,0,4,0,0,5.8664680569332965,0.6,1,0,0
3,5.6,20,2,1,1,0,0,2,0,2,5.293304824724492,16.799999999999997,1,0,1
2,4.0,119,3,1,1,0,0,2,0,1,2.1972245773362196,8.0,0,0,1
3,7.5,0,0,0,0,0,0,1,0,2,5.429345628954441,22.5,1,1,0
3,4.4,570,1,1,1,0,0,1,0,1,4.30406509320417,13.200000000000001,0,0,0
2,3.9,0,0,0,0,0,0,1,0,1,5.568344503761097,7.8,1,1,0
3,7.2,119,3,0,0,0,0,4,0,3,3.6888794541139363,21.6,0,1,1
2,3.4,248,2,0,1,0,0,3,0,2,5.44673737166631,6.8,1,1,1
3,5.8,563,1,0,1,0,0,3,0,2,6.257667587882639,17.4,1,1,0
2,5.3,674,2,1,1,0,0,3,0,1,6.016157159698354,10.6,1,0,1
1,2.4,78,3,0,0,0,0,3,1,1,5.988961416889864,2.4,1,1,1
2,5.1,200,1,1,0,0,0,1,0,1,6.561030665896573,10.2,1,0,0
3,5.7,467,1,1,0,0,0,4,0,2,6.0063531596017325,17.1,1,0,0
2,3.4,22,3,1,0,0,0,2,0,2,4.127134385045092,6.8,0,0,1
1,1.8,119,3,0,1,0,0,3,1,1,6.52795791762255,1.8,1,1,1
0,0.0,400,3,0,0,0,0,5,0,1,4.2626798770413155,0.0,0,1,1
4,7.5,78,3,1,1,0,0,4,1,2,5.8377304471659395,30.0,1,0,1
2,4.4,407,1,0,1,0,0,2,0,1,5.814130531825066,8.8,1,1,0
1,1.1,190,3,0,0,0,0,2,0,1,6.38856140554563,1.1,1,1,1
2,4.6,284,1,1,0,0,0,1,0,1,5.634789603169249,9.2,1,0,0
0,0.0,754,2,0,0,0,0,4,0,0,5.5254529391317835,0.0,1,1,1
1,2.9,20,2,0,0,0,0,2,0,1,6.208590026096629,2.9,1,1,1
3,5.7,908,2,0,0,0,0,2,0,2,2.4849066497880004,17.1,0,1,1
2,4.6,754,2,1,1,0,0,3,0,1,5.159055299214529,9.2,0,0,1
3,4.7,20,2,1,0,0,0,5,0,2,4.955827057601261,14.100000000000001,0,0,1
4,8.6,74,2,0,0,0,0,4,0,3,6.248042874508429,34.4,1,1,1
3,6.6,134,3,1,1,0,0,1,0,2,5.176149732573829,19.799999999999997,0,0,1
3,5.4,377,1,1,0,0,0,3,0,2,5.303304908059076,16.200000000000003,1,0,0
3,6.5,563,1,0,1,0,0,3,1,2,6.539585955617669,19.5,1,1,0
2,3.8,284,1,1,1,0,0,4,0,1,5.934894195619588,7.6,1,0,0
2,3.9,362,1,1,1,0,0,5,0,1,6.403574197934815,7.8,1,0,0
4,8.3,570,1,1,1,0,0,2,0,2,6.57507584059962,33.2,1,0,0
1,2.2,570,1,0,1,0,0,3,1,1,5.8522024797744745,2.2,1,1,0
3,6.2,908,2,1,0,0,0,5,0,2,6.113682179832232,18.6,1,0,1
1,3.0,570,1,1,1,0,0,3,0,1,6.501289670540389,3.0,1,0,0
1,2.0,362,1,1,1,0,0,3,0,1,6.529418838262226,2.0,1,0,0
2,4.1,563,1,0,1,0,0,5,0,1,4.6913478822291435,8.2,0,1,0
4,9.4,362,1,0,1,0,0,1,1,3,4.9344739331306915,37.6,0,1,0
2,5.0,330,3,1,0,0,0,3,0,2,6.415096959171596,10.0,1,0,1
4,8.1,0,0,1,1,0,0,3,0,2,4.5217885770490405,32.4,0,0,0
2,4.2,369,1,0,0,0,0,4,0,1,5.863631175598097,8.4,1,1,0
3,5.4,563,1,0,1,0,0,1,1,2,5.697093486505405,16.200000000000003,1,1,0
0,0.0,22,3,1,1,0,0,3,1,1,6.249975242259483,0.0,1,0,1
3,6.7,377,1,0,1,0,0,1,0,2,6.240275845170769,20.1,1,1,0
4,8.6,22,3,0,0,0,0,1,0,3,5.916202062607435,34.4,1,1,1
0,0.8,362,1,0,0,0,0,5,0,0,4.919980925828125,0.0,0,1,0
2,3.9,327,3,1,1,0,0,5,0,1,6.320768294250582,7.8,1,0,1
0,0.0,369,1,1,1,0,0,3,0,0,6.267200548541362,0.0,1,0,0
2,5.2,459,1,1,1,0,0,3,0,1,5.8805329864007,10.4,1,0,0
3,6.6,176,2,0,0,0,0,1,0,2,5.934894195619588,19.799999999999997,1,1,1
3,6.6,248,2,1,1,0,0,4,0,2,6.566672429803241,19.799999999999997,1,0,1
3,7.1,787,3,1,0,0,0,4,0,2,4.962844630259907,21.299999999999997,0,0,1
0,0.0,561,1,1,0,0,0,3,0,0,5.099866427824199,0.0,0,0,0
1,3.6,330,3,1,1,0,0,2,0,1,6.336825731146441,3.6,1,0,1
2,4.9,787,3,0,1,0,0,1,0,2,5.736572297479192,9.8,1,1,1
3,5.6,330,3,0,1,0,0,4,1,2,6.440946540632921,16.799999999999997,1,1,1
0,0.0,362,1,0,1,0,0,3,0,0,4.787491742782046,0.0,0,1,0
2,4.4,459,1,1,1,0,0,3,0,1,4.51085950651685,8.8,0,0,0
2,3.8,120,3,1,1,0,0,1,0,2,6.543911845564792,7.6,1,0,1
0,0.3,287,3,0,1,0,0,2,0,1,5.5053315359323625,0.0,1,1,1
2,4.6,89,3,0,1,0,0,5,0,2,4.127134385045092,9.2,0,1,1
2,3.1,20,2,1,1,0,0,4,0,1,5.713732805509369,6.2,1,0,1
1,2.1,78,3,0,0,0,0,3,0,1,6.313548046277095,2.1,1,1,1
3,4.9,284,1,0,0,0,0,4,0,2,6.0473721790462776,14.700000000000001,1,1,0
1,1.8,456,1,1,0,0,0,4,0,1,5.8664680569332965,1.8,1,0,0
2,4.6,787,3,0,1,0,0,1,0,2,5.872117789475416,9.2,1,1,1
2,4.5,287,3,0,0,0,0,5,0,2,5.214935757608986,9.0,1,1,1
1,1.4,415,1,1,0,0,0,1,0,0,6.2878585601617845,1.4,1,0,0
3,5.1,22,3,1,0,0,0,3,0,2,5.950642552587727,15.299999999999999,1,0,1
1,2.0,459,1,0,0,0,0,2,0,0,0.6931471805599453,2.0,0,1,0
0,0.4,456,1,0,0,0,0,2,0,0,5.673323267171493,0.0,1,1,0
1,2.3,561,1,1,0,0,0,3,0,1,5.6937321388027,2.3,1,0,0
3,5.6,89,3,0,0,0,0,3,0,2,6.472346294500901,16.799999999999997,1,1,1
3,6.2,89,3,1,1,0,0,1,0,2,5.7430031878094825,18.6,1,0,1
1,2.2,176,2,1,0,0,0,4,1,1,4.110873864173311,2.2,0,0,1
2,2.7,787,3,1,0,0,0,1,0,1,5.659482215759621,5.4,1,0,1
1,2.2,908,2,1,1,0,0,2,0,1,5.337538079701318,2.2,1,0,1
2,5.6,79,3,0,0,0,0,5,0,2,5.8971538676367405,11.2,1,1,1
4,7.0,284,1,1,1,0,0,2,1,2,6.486160788944089,28.0,1,0,0
2,4.1,176,2,1,0,0,0,3,0,1,6.104793232414985,8.2,1,0,1
3,6.2,571,1,0,1,0,0,1,0,2,6.546785410760524,18.6,1,1,0
2,4.9,369,1,0,1,0,0,3,0,2,5.123963979403259,9.8,0,1,0
1,2.1,79,3,1,1,0,0,5,1,1,5.768320995793772,2.1,1,0,1
2,5.0,362,1,0,1,0,0,5,0,1,5.902633333401366,10.0,1,1,0
0,0.0,79,3,0,0,0,0,1,0,1,1.0986122886681098,0.0,0,1,1
1,1.7,330,3,1,1,0,0,4,0,1,5.8289456176102075,1.7,1,0,1
2,2.5,134,3,0,1,0,0,4,0,1,5.424950017481403,5.0,1,1,1
1,3.6,200,1,0,1,0,0,4,0,1,6.2878585601617845,3.6,1,1,0
2,4.4,327,3,1,0,0,0,5,0,2,6.413458957167357,8.8,1,0,1
2,3.8,369,1,0,0,0,0,2,0,1,5.886104031450156,7.6,1,1,0
1,2.8,563,1,1,1,0,0,1,0,1,4.430816798843313,2.8,0,0,0
3,7.6,89,3,1,0,0,0,1,0,2,5.7745515455444085,22.799999999999997,1,0,1
1,3.2,456,1,0,0,0,0,1,0,1,5.986452005284438,3.2,1,1,0
1,2.6,119,3,1,1,0,0,3,0,1,5.831882477283517,2.6,1,0,1
3,6.0,400,3,1,1,0,0,5,0,2,5.945420608606575,18.0,1,0,1
2,4.2,476,3,1,1,0,0,1,0,1,6.025865973825314,8.4,1,0,1
3,5.4,134,3,0,0,0,0,4,1,2,4.787491742782046,16.200000000000003,0,1,1
2,2.8,79,3,1,1,0,0,5,0,1,6.212606095751519,5.6,1,0,1
1,2.0,456,1,1,0,0,0,1,0,1,4.653960350157523,2.0,0,0,0
1,1.8,0,0,0,0,0,0,4,0,1,5.75890177387728,1.8,1,1,0
3,5.7,94,3,1,1,0,0,3,0,2,6.336825731146441,17.1,1,0,1
1,1.1,22,3,1,1,0,0,1,0,1,6.077642243349034,1.1,1,0,1
3,5.7,467,1,0,0,0,0,4,0,2,6.030685260261263,17.1,1,1,0
3,5.5,287,3,0,1,0,0,1,0,2,3.4965075614664802,16.5,0,1,1
2,2.5,74,2,0,0,0,0,5,0,1,3.9889840465642745,5.0,0,1,1
4,6.4,563,1,1,0,0,0,2,1,2,5.521460917862246,25.6,1,0,0
2,4.0,74,2,1,0,0,0,2,0,1,6.525029657843462,8.0,1,0,1
3,6.1,377,1,1,1,0,0,4,0,2,6.583409222158765,18.299999999999997,1,0,0
3,6.3,176,2,1,0,0,0,4,0,2,4.68213122712422,18.9,0,0,1
3,5.6,476,3,0,1,0,0,3,0,2,6.579251212010101,16.799999999999997,1,1,1
1,1.3,74,2,0,0,0,0,4,0,1,6.5722825426940075,1.3,1,1,1
2,4.0,415,1,0,1,0,0,4,0,1,6.464588303689961,8.0,1,1,0
1,1.6,407,1,0,1,0,0,2,0,1,6.405228458030842,1.6,1,1,0
2,5.2,20,2,1,0,0,0,5,0,1,4.007333185232471,10.4,0,0,1
4,7.7,287,3,1,0,0,0,2,0,2,4.48863636973214,30.8,0,0,1
2,4.0,119,3,0,1,0,0,4,0,2,6.1070228877422545,8.0,1,1,1
2,6.0,22,3,0,0,0,0,3,0,2,4.31748811353631,12.0,0,1,1
0,0.0,94,3,0,1,0,0,3,0,0,5.214935757608986,0.0,1,1,1
4,8.4,120,3,1,0,0,0,5,0,2,6.570882962339584,33.6,1,0,1
0,0.6,459,1,1,1,0,0,4,0,0,5.231108616854587,0.0,1,0,0
0,0.2,377,1,0,0,0,0,2,0,0,5.976350909297934,0.0,1,1,0
2,3.5,571,1,1,0,0,0,1,0,1,5.153291594497779,7.0,0,0,0
1,2.3,287,3,0,0,0,0,1,0,1,5.768320995793772,2.3,1,1,1
0,1.6,119,3,1,1,0,0,4,0,1,6.0844994130751715,0.0,1,0,1
0,0.7,89,3,0,1,0,0,5,0,1,2.70805020110221,0.0,0,1,1
2,5.2,200,1,1,1,0,0,4,0,1,6.413458957167357,10.4,1,0,0
2,3.4,456,1,1,1,0,0,5,0,1,6.075346031088684,6.8,1,0,0
1,3.7,467,1,1,1,0,0,5,0,1,6.180016653652572,3.7,1,0,0
3,6.1,89,3,1,1,0,0,2,1,2,5.501258210544727,18.299999999999997,1,0,1
0,1.5,467,1,0,0,0,0,4,0,0,4.990432586778736,0.0,0,1,0
2,4.2,908,2,0,0,0,0,1,0,2,5.62040086571715,8.4,1,1,1
2,4.2,190,3,1,1,0,0,5,0,2,6.322565239927284,8.4,1,0,1
1,1.8,0,0,0,1,0,0,4,0,1,6.142037405587356,1.8,1,1,0
2,4.8,570,1,1,0,0,0,2,0,1,6.126869184114185,9.6,1,0,0
3,7.1,467,1,0,0,0,0,5,0,2,4.564348191467836,21.299999999999997,0,1,0
3,5.2,563,1,0,0,0,0,1,0,1,1.9459101490553132,15.600000000000001,0,1,0
1,1.7,787,3,1,0,0,0,2,0,1,6.1903154058531475,1.7,1,0,1
1,2.7,190,3,0,1,0,0,3,0,1,6.542471960506805,2.7,1,1,1
1,1.9,120,3,1,1,0,0,4,0,1,5.568344503761097,1.9,1,0,1
2,3.6,561,1,1,1,0,0,4,0,1,5.786897381366708,7.2,1,0,0
1,2.9,0,0,0,0,0,0,5,0,1,5.135798437050262,2.9,0,1,0
1,1.6,467,1,0,0,0,0,1,0,1,5.942799375126701,1.6,1,1,0
4,8.2,284,1,1,1,0,0,5,0,2,4.143134726391533,32.8,0,0,0
0,0.0,119,3,0,0,0,0,3,0,1,5.262690188904886,0.0,1,1,1
2,3.3,120,3,1,0,0,0,3,0,2,5.6131281063880705,6.6,1,0,1
3,6.1,176,2,1,1,0,0,2,0,2,6.2166061010848646,18.299999999999997,1,0,1
1,2.0,415,1,1,0,0,0,2,0,1,5.41610040220442,2.0,1,0,0
0,0.0,120,3,0,1,0,0,3,0,1,5.820082930352362,0.0,1,1,1
1,1.4,563,1,0,0,0,0,2,0,1,5.384495062789089,1.4,1,1,0
3,5.1,369,1,1,0,0,0,5,0,2,4.6443908991413725,15.299999999999999,0,0,0
0,0.4,330,3,0,1,0,0,4,0,0,6.363028103540465,0.0,1,1,1
0,0.0,200,1,1,1,0,0,4,0,0,6.156978985585555,0.0,1,0,0
2,4.3,787,3,0,1,0,0,4,1,2,4.584967478670572,8.6,0,1,1
1,0.6,787,3,0,0,0,0,1,0,1,5.932245187448011,0.6,1,1,1
2,4.0,22,3,0,1,0,0,1,0,2,6.248042874508429,8.0,1,1,1
2,5.3,674,2,0,0,0,0,4,0,2,5.8888779583328805,10.6,1,1,1
3,7.3,415,1,0,1,0,0,3,0,2,6.270988431858299,21.9,1,1,0
0,0.0,571,1,0,0,0,0,1,0,0,5.484796933490655,0.0,1,1,0
3,6.2,563,1,1,0,0,0,1,0,2,5.929589143389895,18.6,1,0,0
1,1.0,0,0,0,0,0,0,3,1,1,6.588926477533519,1.0,1,1,0
3,5.9,119,3,1,1,0,0,2,0,2,4.875197323201151,17.700000000000003,0,0,1
3,7.0,78,3,1,1,0,0,2,0,2,5.332718793265369,21.0,1,0,1
1,2.5,407,1,0,0,0,0,4,0,1,6.210600077024653,2.5,1,1,0
3,5.4,563,1,0,0,0,0,5,0,2,3.7612001156935624,16.200000000000003,0,1,0
2,4.6,571,1,1,0,0,0,5,0,2,5.926926025970411,9.2,1,0,0
2,2.2,459,1,1,0,0,0,5,0,1,3.091042453358316,4.4,0,0,0
4,7.4,134,3,1,1,0,0,2,0,3,5.955837369464831,29.6,1,0,1
2,3.3,119,3,1,0,0,0,4,0,1,5.459585514144159,6.6,1,0,1
3,6.1,79,3,0,1,0,0,2,0,2,4.9344739331306915,18.299999999999997,0,1,1
1,1.8,908,2,1,0,0,0,1,0,1,5.8971538676367405,1.8,1,0,1
3,5.9,248,2,0,0,0,0,1,0,2,5.488937726156687,17.700000000000003,1,1,1
2,3.9,94,3,1,1,0,0,3,0,1,4.060443010546419,7.8,0,0,1
0,0.0,20,2,1,1,0,0,1,0,0,6.489204931325317,0.0,1,0,1
0,0.3,330,3,0,1,0,0,5,0,0,6.240275845170769,0.0,1,1,1
1,2.7,362,1,0,1,0,0,3,0,1,6.366470447731438,2.7,1,1,0
0,0.0,369,1,1,0,0,0,2,0,0,6.161207321695077,0.0,1,0,0
1,2.0,327,3,1,1,0,0,2,0,1,6.19644412779452,2.0,1,0,1
3,6.9,22,3,1,0,0,0,4,0,2,6.363028103540465,20.700000000000003,1,0,1
3,7.4,407,1,1,1,0,0,2,0,2,5.905361848054571,22.200000000000003,1,0,0
1,0.9,134,3,0,1,0,0,5,1,1,6.280395838960195,0.9,1,1,1
3,5.7,754,2,0,0,0,0,5,0,2,6.558197802812269,17.1,1,1,1
2,3.2,200,1,0,0,0,0,5,0,1,5.8888779583328805,6.4,1,1,0
1,3.8,94,3,0,1,0,0,4,0,2,5.10594547390058,3.8,0,1,1
2,3.6,571,1,0,0,0,0,2,0,1,2.3978952727983707,7.2,0,1,0
1,1.7,248,2,0,1,0,0,3,0,1,5.4116460518550396,1.7,1,1,1
2,4.1,134,3,1,0,0,0,4,0,2,6.473890696352274,8.2,1,0,1
4,7.7,456,1,1,0,0,0,1,0,2,4.290459441148391,30.8,0,0,0
0,0.0,176,2,0,1,0,0,3,0,0,6.47543271670409,0.0,1,1,1
0,0.0,284,1,1,1,0,0,4,0,0,6.018593214496234,0.0,1,0,0
4,8.0,330,3,1,0,0,0,1,0,3,5.4510384535657,32.0,1,0,1
2,4.0,79,3,0,0,0,0,3,0,2,5.84354441703136,8.0,1,1,1
3,7.0,0,0,0,1,0,0,3,0,2,4.465908118654584,21.0,0,1,0
3,5.8,284,1,1,1,0,0,4,0,2,6.023447592961033,17.4,1,0,0
2,4.7,459,1,1,0,0,0,1,0,1,5.278114659230517,9.4,1,0,0
1,2.6,415,1,1,0,0,0,1,0,1,6.354370040797351,2.6,1,0,0
2,3.1,362,1,1,1,0,0,2,0,1,5.231108616854587,6.2,1,0,0
1,1.9,476,3,0,0,0,0,3,1,1,6.184148890937483,1.9,1,1,1
0,1.2,78,3,1,0,0,0,1,1,1,4.770684624465665,0.0,0,0,1
2,3.4,456,1,1,0,0,0,3,0,1,6.439350371100098,6.8,1,0,0
3,5.5,22,3,0,0,0,0,2,0,2,3.4011973816621555,16.5,0,1,1
1,2.2,563,1,1,1,0,0,1,0,0,6.315358001522335,2.2,1,0,0
2,4.2,287,3,0,0,0,0,2,0,2,5.6937321388027,8.4,1,1,1
2,4.5,908,2,0,0,0,0,2,0,2,3.8918202981106265,9.0,0,1,1
2,3.4,407,1,0,0,0,0,5,0,1,5.342334251964811,6.8,1,1,0
2,5.4,754,2,1,0,0,0,5,0,1,6.57507584059962,10.8,1,0,1
3,5.5,754,2,1,0,0,0,3,0,2,5.996452088619021,16.5,1,0,1
4,6.5,400,3,1,0,0,0,2,0,3,5.8522024797744745,26.0,1,0,1
2,4.4,407,1,1,1,0,0,5,0,2,5.783825182329737,8.8,1,0,0
2,3.7,571,1,0,0,0,0,5,0,1,6.093569770045136,7.4,1,1,0
0,0.0,119,3,0,0,0,0,4,0,1,6.498282149476434,0.0,1,1,1
3,6.4,119,3,0,0,0,0,1,0,2,6.148468295917647,19.200000000000003,1,1,1
2,3.8,74,2,1,1,0,0,4,0,1,4.969813299576001,7.6,0,0,1
0,0.0,456,1,0,0,0,0,4,0,0,6.131226489483141,0.0,1,1,0
3,7.2,119,3,0,1,0,0,5,0,2,5.598421958998375,21.6,1,1,1
2,4.0,78,3,0,0,0,0,2,0,2,5.857933154483459,8.0,1,1,1
2,3.0,369,1,1,0,0,0,3,0,1,5.680172609017068,6.0,1,0,0
